"rho","r2","N","k","model",".Rep","er2","aer2","bias","rmse","abias","armse","power","n_ok","n_fail","model_label","power_adjr2","power_gap"
0.3,0.3,120,3,"logistic",1000,0.323020332278364,0.304878349348109,0.0230203322783637,0.0751525937068289,0.00487834934810911,0.0717074304467012,1,1000,0,"Logistic",0.999997247393368,2.7526066317396e-06
0.3,0.03,30,5,"logistic",1000,0.173432918458571,0.0498425929098297,0.143432918458571,0.179053564929063,0.0198425929098297,0.108788049827022,0.168505516549649,997,3,"Logistic",0.161556787458652,0.00694872909099692
0.3,0.06,30,5,"logistic",1000,0.207159342210808,0.0838511314297711,0.147159342210808,0.188843028333333,0.0238511314297711,0.120436598187246,0.244734202607823,997,3,"Logistic",0.255816732318559,0.011082529710736
0.3,0.09,30,5,"logistic",1000,0.239704643702682,0.116264900336879,0.149704643702682,0.195663675156022,0.0262649003368794,0.128590541109977,0.351758793969849,995,5,"Logistic",0.350993862062051,0.000764931907798472
0.3,0.12,30,5,"logistic",1000,0.268368035852273,0.145270884684339,0.148368035852273,0.203045053146473,0.0252708846843392,0.140974254709044,0.43202416918429,993,7,"Logistic",0.435755902363343,0.0037317331790529
0.3,0.15,30,5,"logistic",1000,0.307295710263299,0.183844540163115,0.157295710263299,0.211741242721892,0.0338445401631146,0.145695036055023,0.539553752535497,986,14,"Logistic",0.542333666364924,0.00277991382942711
0.3,0.18,30,5,"logistic",1000,0.328298563427451,0.204802901478726,0.148298563427451,0.207104473127796,0.0248029014787258,0.146651135502068,0.611848825331971,979,21,"Logistic",0.595686305005536,0.0161625203264352
0.3,0.21,30,5,"logistic",1000,0.352532414635839,0.22882530080283,0.142532414635839,0.206512467598947,0.0188253008028296,0.150609983754159,0.682474226804124,970,30,"Logistic",0.652085261432203,0.0303889653719204
0.3,0.24,30,5,"logistic",1000,0.388291534804008,0.264722616618732,0.148291534804008,0.210116823719254,0.0247226166187319,0.150971982401939,0.761904761904762,966,34,"Logistic",0.726207770212766,0.0356969916919961
0.3,0.27,30,5,"logistic",1000,0.408385416689695,0.285096067613942,0.138385416689695,0.205948841283148,0.0150960676139421,0.153536903061896,0.784877529286475,939,61,"Logistic",0.762799344434334,0.0220781848521414
